species,inat_taxon_id,total_metadata_records,occupied_cells,cells_ge_2,cells_ge_3,max_records_in_cell,median_records_per_occupied_cell,metadata_rank
Austrocylindropuntia shaferi,437341,1,1,0,0,1,1.0,5641
Austrocylindropuntia vestita,437343,1,1,0,0,1,1.0,5642
Agarista salicifolia,437474,1,1,0,0,1,1.0,5643
Bothriospermum zeylanicum,437564,1,1,0,0,1,1.0,5644
Sternbergia clusiana,437638,1,1,0,0,1,1.0,5645
Colchicum stevenii,437995,1,1,0,0,1,1.0,5646
Browningia candelaris,438082,1,1,0,0,1,1.0,5647
Cereus aethiops,438208,1,1,0,0,1,1.0,5648
Cereus hankeanus,438214,1,1,0,0,1,1.0,5649
Cereus stenogonus,438225,1,1,0,0,1,1.0,5650
Consolea picardae,438338,1,1,0,0,1,1.0,5651
Eriosyce heinrichiana,438693,1,1,0,0,1,1.0,5652
Eriosyce strausiana,438707,1,1,0,0,1,1.0,5653
Glechoma hirsuta,438907,1,1,0,0,1,1.0,5654
Gymnocalycium gibbosum,438951,1,1,0,0,1,1.0,5655
Gymnocalycium monvillei,438962,1,1,0,0,1,1.0,5656
Haageocereus platinospinus,438994,1,1,0,0,1,1.0,5657
Kanahia laniflora,439295,1,1,0,0,1,1.0,5658
Kohautia socotrana,439423,1,1,0,0,1,1.0,5659
Lavandula nimmoi,439518,1,1,0,0,1,1.0,5660
Limonium paulayanum,439689,1,1,0,0,1,1.0,5661
Lindenbergia sokotrana,439706,1,1,0,0,1,1.0,5662
Litogyne gariepina,439758,1,1,0,0,1,1.0,5663
Lotus ononopsis,439820,1,1,0,0,1,1.0,5664
Maihuenia poeppigii,440122,1,1,0,0,1,1.0,5665
Maihueniopsis glomerata,440127,1,1,0,0,1,1.0,5666
Mammillaria mammillaris,440159,1,1,0,0,1,1.0,5667
Matucana aurantiaca,440263,1,1,0,0,1,1.0,5668
Melocactus ernestii,440351,1,1,0,0,1,1.0,5669
Melocactus peruvianus,440366,1,1,0,0,1,1.0,5670
Metrosideros punctata,440482,1,1,0,0,1,1.0,5671
Micromeria remota,440623,1,1,0,0,1,1.0,5672
Neowerdermannia vorwerkii,441199,1,1,0,0,1,1.0,5673
Nymphaea pubescens,441311,1,1,0,0,1,1.0,5674
Nymphaea sulphurea,441313,1,1,0,0,1,1.0,5675
Odontites hollianus,441362,1,1,0,0,1,1.0,5676
Opuntia megapotamica,441419,1,1,0,0,1,1.0,5677
Oreocereus hempelianus,441436,1,1,0,0,1,1.0,5678
Oxalis dregei,441530,1,1,0,0,1,1.0,5679
Oxalis luederitzii,441532,1,1,0,0,1,1.0,5680
Persicaria senegalensis,441962,1,1,0,0,1,1.0,5681
Phaulopsis imbricata,441995,1,1,0,0,1,1.0,5682
Pilosocereus polygonus,442112,1,1,0,0,1,1.0,5683
Polycarpaea spicata,442342,1,1,0,0,1,1.0,5684
Portulaca sedifolia,442435,1,1,0,0,1,1.0,5685
Pterocactus tuberosus,442811,1,1,0,0,1,1.0,5686
Pulicaria diversifolia,442830,1,1,0,0,1,1.0,5687
Pulicaria lanata,442834,1,1,0,0,1,1.0,5688
Pulsatilla grandis,442839,1,1,0,0,1,1.0,5689
Ranunculus lateriflorus,442906,1,1,0,0,1,1.0,5690
Ruellia insignis,443152,1,1,0,0,1,1.0,5691
Saurauia rubens,443309,1,1,0,0,1,1.0,5692
Serianthes melanesica,443500,1,1,0,0,1,1.0,5693
Sesbania bispinosa,443513,1,1,0,0,1,1.0,5694
Sonneratia apetala,443828,1,1,0,0,1,1.0,5695
Tacinga inamoena,444203,1,1,0,0,1,1.0,5696
Tacinga palmadora,444204,1,1,0,0,1,1.0,5697
Teucrium betonicum,444329,1,1,0,0,1,1.0,5698
Teucrium socotranum,444334,1,1,0,0,1,1.0,5699
Wiborgiella sessilifolia,444865,1,1,0,0,1,1.0,5700
Catharanthus trichophyllus,446827,1,1,0,0,1,1.0,5701
Aluta maisonneuvei,447017,1,1,0,0,1,1.0,5702
Eremophila latrobei,447034,1,1,0,0,1,1.0,5703
Primula denticulata,447082,1,1,0,0,1,1.0,5704
Illicium anisatum,447191,1,1,0,0,1,1.0,5705
Solanum ellipticum,447223,1,1,0,0,1,1.0,5706
Lycoris sanguinea,447261,1,1,0,0,1,1.0,5707
Patrinia villosa,447271,1,1,0,0,1,1.0,5708
Vicia unijuga,447290,1,1,0,0,1,1.0,5709
Onosma frutescens,447394,1,1,0,0,1,1.0,5710
Withania frutescens,447455,1,1,0,0,1,1.0,5711
Lycium chilense,447537,1,1,0,0,1,1.0,5712
Polygonatum falcatum,447626,1,1,0,0,1,1.0,5713
Salvia japonica,447634,1,1,0,0,1,1.0,5714
Salvia nipponica,447638,1,1,0,0,1,1.0,5715
Senna kurtzii,447674,1,1,0,0,1,1.0,5716
Ligaria cuneifolia,447708,1,1,0,0,1,1.0,5717
Rosa sericea,447809,1,1,0,0,1,1.0,5718
Dianthus arenarius,447811,1,1,0,0,1,1.0,5719
Dianthus strictus,447860,1,1,0,0,1,1.0,5720
Reseda muricata,447866,1,1,0,0,1,1.0,5721
Rubus saxatilis,447878,1,1,0,0,1,1.0,5722
Senecio filaginoides,447991,1,1,0,0,1,1.0,5723
Rubus hirsutus,448020,1,1,0,0,1,1.0,5724
Weigela hortensis,448066,1,1,0,0,1,1.0,5725
Rubus crataegifolius,448109,1,1,0,0,1,1.0,5726
Melica nutans,448134,1,1,0,0,1,1.0,5727
Bidens andicola,448195,1,1,0,0,1,1.0,5728
Lindera obtusiloba,448339,1,1,0,0,1,1.0,5729
Jacquemontia sandwicensis,448551,1,1,0,0,1,1.0,5730
Podalyria calyptrata,449272,1,1,0,0,1,1.0,5731
Megacarpaea megalocarpa,450161,1,1,0,0,1,1.0,5732
Filipendula camtschatica,450238,1,1,0,0,1,1.0,5733
Drymocallis rupestris,450251,1,1,0,0,1,1.0,5734
Cornus officinalis,450254,1,1,0,0,1,1.0,5735
Muscari commutatum,450280,1,1,0,0,1,1.0,5736
Salix udensis,450362,1,1,0,0,1,1.0,5737
Geranium reuteri,450399,1,1,0,0,1,1.0,5738
Baphia madagascariensis,450456,1,1,0,0,1,1.0,5739
Acridocarpus excelsus,450631,1,1,0,0,1,1.0,5740
Hydrangea hirta,450812,1,1,0,0,1,1.0,5741
Rhododendron mucronulatum,450880,1,1,0,0,1,1.0,5742
Aristolochia albida,451216,1,1,0,0,1,1.0,5743
Dalechampia bernieri,451217,1,1,0,0,1,1.0,5744
Cephalanthera erecta,452013,1,1,0,0,1,1.0,5745
Pollia japonica,452114,1,1,0,0,1,1.0,5746
Cornus controversa,452130,1,1,0,0,1,1.0,5747
Dianella brevicaulis,452181,1,1,0,0,1,1.0,5748
Styrax obassia,452210,1,1,0,0,1,1.0,5749
Sambucus sieboldiana,452431,1,1,0,0,1,1.0,5750
Disperis tripetaloides,460144,1,1,0,0,1,1.0,5751
Cordylostigma longifolium,460180,1,1,0,0,1,1.0,5752
Tulipa praestans,460506,1,1,0,0,1,1.0,5753
Epidendrum arachnoglossum,460614,1,1,0,0,1,1.0,5754
Tocoyena sellowiana,460831,1,1,0,0,1,1.0,5755
Pericallis aurita,461042,1,1,0,0,1,1.0,5756
Dioscorea antaly,461190,1,1,0,0,1,1.0,5757
Suaeda vermiculata,461192,1,1,0,0,1,1.0,5758
Cardamine enneaphyllos,461263,1,1,0,0,1,1.0,5759
Hoffmannia congesta,461312,1,1,0,0,1,1.0,5760
Calliandra dysantha,461331,1,1,0,0,1,1.0,5761
Argylia bustillosii,461591,1,1,0,0,1,1.0,5762
Brachystephanus lyallii,461697,1,1,0,0,1,1.0,5763
Asparagus rubicundus,461717,1,1,0,0,1,1.0,5764
Cassytha ciliolata,461729,1,1,0,0,1,1.0,5765
Potentilla fragarioides,461805,1,1,0,0,1,1.0,5766
Palicourea officinalis,461869,1,1,0,0,1,1.0,5767
Caladenia longicauda,464080,1,1,0,0,1,1.0,5768
Euryops arabicus,464183,1,1,0,0,1,1.0,5769
Trachyspermum pimpinelloides,464190,1,1,0,0,1,1.0,5770
Indigofera nephrocarpa,464201,1,1,0,0,1,1.0,5771
Campylanthus spinosus,464204,1,1,0,0,1,1.0,5772
Stilpnopappus cearensis,464227,1,1,0,0,1,1.0,5773
Trifolium spadiceum,464397,1,1,0,0,1,1.0,5774
Euphorbia caput-medusae,464427,1,1,0,0,1,1.0,5775
Dolichandra cynanchoides,464557,1,1,0,0,1,1.0,5776
Pterolobium hexapetalum,464603,1,1,0,0,1,1.0,5777
Scutia myrtina,464684,1,1,0,0,1,1.0,5778
Iris graminea,464801,1,1,0,0,1,1.0,5779
Pityrocarpa moniliformis,464809,1,1,0,0,1,1.0,5780
Passiflora bogotensis,465063,1,1,0,0,1,1.0,5781
Macleania rupestris,465065,1,1,0,0,1,1.0,5782
Teucrium polium,465124,1,1,0,0,1,1.0,5783
Echinops spinosissimus,465181,1,1,0,0,1,1.0,5784
Aechmea mariae-reginae,465269,1,1,0,0,1,1.0,5785
Hibiscus caerulescens,465312,1,1,0,0,1,1.0,5786
Abrotanella emarginata,465340,1,1,0,0,1,1.0,5787
Azorella lycopodioides,465342,1,1,0,0,1,1.0,5788
Azorella selago,465343,1,1,0,0,1,1.0,5789
Gaultheria pumila,465356,1,1,0,0,1,1.0,5790
Leucheria purpurea,465362,1,1,0,0,1,1.0,5791
Nothofagus pumilio,465366,1,1,0,0,1,1.0,5792
Guettarda platypoda,465867,1,1,0,0,1,1.0,5793
Erisma uncinatum,465983,1,1,0,0,1,1.0,5794
Isertia coccinea,465997,1,1,0,0,1,1.0,5795
Anthurium clavigerum,466411,1,1,0,0,1,1.0,5796
Scadoxus cinnabarinus,466622,1,1,0,0,1,1.0,5797
Anchomanes dalzielii,466808,1,1,0,0,1,1.0,5798
Pterostylis alobula,466838,1,1,0,0,1,1.0,5799
Acanthorrhinum ramosissimum,467533,1,1,0,0,1,1.0,5800
Morettia canescens,467539,1,1,0,0,1,1.0,5801
Lavandula antineae,467548,1,1,0,0,1,1.0,5802
Massonia depressa,467685,1,1,0,0,1,1.0,5803
Microloma sagittatum,467690,1,1,0,0,1,1.0,5804
Impatiens firmula,467829,1,1,0,0,1,1.0,5805
Hypericum revolutum,467987,1,1,0,0,1,1.0,5806
Paropsia brazzaeana,468539,1,1,0,0,1,1.0,5807
Alvesia rosmarinifolia,468541,1,1,0,0,1,1.0,5808
Bauhinia urbaniana,468578,1,1,0,0,1,1.0,5809
Westringia dampieri,468632,1,1,0,0,1,1.0,5810
Calyptrochilum christyanum,468699,1,1,0,0,1,1.0,5811
Craterostigma plantagineum,468701,1,1,0,0,1,1.0,5812
Wahlenbergia undulata,468762,1,1,0,0,1,1.0,5813
Eragrostis capensis,468822,1,1,0,0,1,1.0,5814
Macrotyloma axillare,468905,1,1,0,0,1,1.0,5815
Babingtonia camphorosmae,468985,1,1,0,0,1,1.0,5816
Barleria humbertii,469144,1,1,0,0,1,1.0,5817
Malus domestica,469472,1,1,0,0,1,1.0,5818
Lepidium rekohuense,469588,1,1,0,0,1,1.0,5819
Tecomanthe volubilis,469645,1,1,0,0,1,1.0,5820
Lampranthus multiradiatus,469671,1,1,0,0,1,1.0,5821
Polygonum equisetiforme,469968,1,1,0,0,1,1.0,5822
Helichrysum lecomtei,470014,1,1,0,0,1,1.0,5823
Bossiaea stephensonii,470089,1,1,0,0,1,1.0,5824
Phylica gnidioides,470232,1,1,0,0,1,1.0,5825
Clematis ibarensis,471524,1,1,0,0,1,1.0,5826
Bonamia spectabilis,471622,1,1,0,0,1,1.0,5827
Baphia capparidifolia,471789,1,1,0,0,1,1.0,5828
Pavonia odorata,472346,1,1,0,0,1,1.0,5829
Cylindropuntia whipplei,472472,1,1,0,0,1,1.0,5830
Ecbolium humbertii,472516,1,1,0,0,1,1.0,5831
Gaertnera macrobotrys,472667,1,1,0,0,1,1.0,5832
Clerodendrum cyrtophyllum,472981,1,1,0,0,1,1.0,5833
Thecacoris perrieri,473102,1,1,0,0,1,1.0,5834
Phyllanthus casticum,473164,1,1,0,0,1,1.0,5835
Bulbophyllum cylindrobulbum,473340,1,1,0,0,1,1.0,5836
Antidesma madagascariense,473600,1,1,0,0,1,1.0,5837
Scutellaria discolor,473626,1,1,0,0,1,1.0,5838
Cardamine trichocarpa,473784,1,1,0,0,1,1.0,5839
Schouwia purpurea,473786,1,1,0,0,1,1.0,5840
Crassula pubescens,473887,1,1,0,0,1,1.0,5841
Anthocleista amplexicaulis,473960,1,1,0,0,1,1.0,5842
Strobilanthes callosa,474029,1,1,0,0,1,1.0,5843
Chloraea alpina,474126,1,1,0,0,1,1.0,5844
Emilia humifusa,474140,1,1,0,0,1,1.0,5845
Lotus campylocladus,474170,1,1,0,0,1,1.0,5846
Xeronema moorei,474287,1,1,0,0,1,1.0,5847
Disa flexuosa,474991,1,1,0,0,1,1.0,5848
Disa bracteata,475002,1,1,0,0,1,1.0,5849
Bakerella clavata,475089,1,1,0,0,1,1.0,5850
Viola maculata,475490,1,1,0,0,1,1.0,5851
Justicia glauca,475560,1,1,0,0,1,1.0,5852
Ruellia dissidens,475674,1,1,0,0,1,1.0,5853
Uncarina leptocarpa,475741,1,1,0,0,1,1.0,5854
Acer ukurunduense,475869,1,1,0,0,1,1.0,5855
Pittosporum rangitahua,475964,1,1,0,0,1,1.0,5856
Biophytum albizzioides,476023,1,1,0,0,1,1.0,5857
Pombalia calceolaria,479069,1,1,0,0,1,1.0,5858
Silene succulenta,479380,1,1,0,0,1,1.0,5859
Alphitonia neocaledonica,479753,1,1,0,0,1,1.0,5860
Crepidiastrum sonchifolium,479773,1,1,0,0,1,1.0,5861
Noronhia verticillata,479961,1,1,0,0,1,1.0,5862
Sphenotoma gracilis,480235,1,1,0,0,1,1.0,5863
Senecio subulatus,480270,1,1,0,0,1,1.0,5864
Turnera sidoides,481156,1,1,0,0,1,1.0,5865
Etlingera coccinea,481267,1,1,0,0,1,1.0,5866
Teucrium racemosum,481615,1,1,0,0,1,1.0,5867
Xanthorrhoea semiplana,481616,1,1,0,0,1,1.0,5868
Cymbidium suave,481665,1,1,0,0,1,1.0,5869
Camarea ericoides,481794,1,1,0,0,1,1.0,5870
Acacia rupicola,481938,1,1,0,0,1,1.0,5871
Iris humilis,481948,1,1,0,0,1,1.0,5872
Bremeria pervillei,482167,1,1,0,0,1,1.0,5873
Eulophia ramosa,482647,1,1,0,0,1,1.0,5874
Epistephium sclerophyllum,482716,1,1,0,0,1,1.0,5875
Muscari parviflorum,482726,1,1,0,0,1,1.0,5876
Polygala schoenlankii,482752,1,1,0,0,1,1.0,5877
Crocus korolkowii,482769,1,1,0,0,1,1.0,5878
Ipomoea aristolochiifolia,482842,1,1,0,0,1,1.0,5879
Cyclamen graecum,482866,1,1,0,0,1,1.0,5880
Tecophilaea violiflora,482883,1,1,0,0,1,1.0,5881
Lapiedra martinezii,482888,1,1,0,0,1,1.0,5882
Viola collina,483180,1,1,0,0,1,1.0,5883
Viola ambigua,483181,1,1,0,0,1,1.0,5884
Viola mirabilis,483183,1,1,0,0,1,1.0,5885
Drosera ordensis,483429,1,1,0,0,1,1.0,5886
Globimetula mweroensis,483731,1,1,0,0,1,1.0,5887
Pyrostria bibracteata,483791,1,1,0,0,1,1.0,5888
Arisaema consanguineum,483983,1,1,0,0,1,1.0,5889
Tricalysia orientalis,484124,1,1,0,0,1,1.0,5890
Carex fuliginosa,484228,1,1,0,0,1,1.0,5891
Silene viscosa,484875,1,1,0,0,1,1.0,5892
Silene densiflora,484897,1,1,0,0,1,1.0,5893
Crotalaria diosmifolia,484968,1,1,0,0,1,1.0,5894
Streptocarpus brevistamineus,484973,1,1,0,0,1,1.0,5895
Hesperis sibirica,484984,1,1,0,0,1,1.0,5896
Billbergia nutans,485181,1,1,0,0,1,1.0,5897
Bulbophyllum longiflorum,485205,1,1,0,0,1,1.0,5898
Eucalyptus leptophylla,485210,1,1,0,0,1,1.0,5899
Albuca amoena,485322,1,1,0,0,1,1.0,5900
Lagoecia cuminoides,485615,1,1,0,0,1,1.0,5901
Bellevalia trifoliata,485732,1,1,0,0,1,1.0,5902
Oxalis leucolepis,485925,1,1,0,0,1,1.0,5903
Rhodopentas parvifolia,485999,1,1,0,0,1,1.0,5904
Dianthus glacialis,486156,1,1,0,0,1,1.0,5905
Toxicodendron orientale,486549,1,1,0,0,1,1.0,5906
Barleria crassa,486550,1,1,0,0,1,1.0,5907
Tulipa montana,486648,1,1,0,0,1,1.0,5908
Palicourea croceoides,486655,1,1,0,0,1,1.0,5909
Dichrocephala integrifolia,487020,1,1,0,0,1,1.0,5910
Biophytum aeschynomenifolia,487287,1,1,0,0,1,1.0,5911
Platostoma madagascariense,487338,1,1,0,0,1,1.0,5912
Canscora diffusa,487511,1,1,0,0,1,1.0,5913
Lepidaploa canescens,487601,1,1,0,0,1,1.0,5914
Onobrychis arenaria,487708,1,1,0,0,1,1.0,5915
Colliguaja odorifera,487719,1,1,0,0,1,1.0,5916
Clematis villosa,488437,1,1,0,0,1,1.0,5917
Orbea verrucosa,488710,1,1,0,0,1,1.0,5918
Billburttia capensoides,488750,1,1,0,0,1,1.0,5919
Senecio nemorensis,488805,1,1,0,0,1,1.0,5920
Tanaecium pyramidatum,489069,1,1,0,0,1,1.0,5921
Stachys filifolia,489250,1,1,0,0,1,1.0,5922
Chrozophora oblongifolia,489423,1,1,0,0,1,1.0,5923
Ochradenus aucheri,489424,1,1,0,0,1,1.0,5924
Loudetia simplex,489495,1,1,0,0,1,1.0,5925
Berberis ilicifolia,489502,1,1,0,0,1,1.0,5926
Radyera farragei,489550,1,1,0,0,1,1.0,5927
Erodium acaule,489726,1,1,0,0,1,1.0,5928
Grindelia chiloensis,489760,1,1,0,0,1,1.0,5929
Plocama aucheri,489766,1,1,0,0,1,1.0,5930
Polycarpaea repens,489771,1,1,0,0,1,1.0,5931
Eulophia petersii,489945,1,1,0,0,1,1.0,5932
Tribulus pentandrus,490034,1,1,0,0,1,1.0,5933
Anastatica hierochuntica,490035,1,1,0,0,1,1.0,5934
Malva setigera,490380,1,1,0,0,1,1.0,5935
Gladiolus elliotii,490659,1,1,0,0,1,1.0,5936
Xerophyta humilis,490710,1,1,0,0,1,1.0,5937
Salvia fruticosa,490847,1,1,0,0,1,1.0,5938
Weinmannia trichosperma,490876,1,1,0,0,1,1.0,5939
Maytenus disticha,490879,1,1,0,0,1,1.0,5940
Gevuina avellana,490916,1,1,0,0,1,1.0,5941
Fuchsia lycioides,490920,1,1,0,0,1,1.0,5942
Floscopa glomerata,490930,1,1,0,0,1,1.0,5943
Asphodelus cerasiferus,491058,1,1,0,0,1,1.0,5944
Pulicaria glutinosa,491147,1,1,0,0,1,1.0,5945
Trifolium physodes,491213,1,1,0,0,1,1.0,5946
Astripomoea malvacea,491242,1,1,0,0,1,1.0,5947
Ophrys omegaifera,491306,1,1,0,0,1,1.0,5948
Corydalis turtschaninovii,491319,1,1,0,0,1,1.0,5949
Hovea purpurea,491361,1,1,0,0,1,1.0,5950
Philesia magellanica,492337,1,1,0,0,1,1.0,5951
Amyema pendula,492560,1,1,0,0,1,1.0,5952
Achillea arabica,492714,1,1,0,0,1,1.0,5953
Astragalus palaestinus,492759,1,1,0,0,1,1.0,5954
Dianthus pendulus,492834,1,1,0,0,1,1.0,5955
Iris palaestina,492883,1,1,0,0,1,1.0,5956
Kickxia aegyptiaca,492887,1,1,0,0,1,1.0,5957
Lathyrus blepharicarpos,492892,1,1,0,0,1,1.0,5958
Medicago rotata,492916,1,1,0,0,1,1.0,5959
Micromeria nervosa,492918,1,1,0,0,1,1.0,5960
Onobrychis squarrosa,492928,1,1,0,0,1,1.0,5961
Orchis galilaea,492937,1,1,0,0,1,1.0,5962
Valerianella vesicaria,493081,1,1,0,0,1,1.0,5963
Vicia palaestina,493093,1,1,0,0,1,1.0,5964
Clinopodium nepeta,493202,1,1,0,0,1,1.0,5965
Orthosiphon sarmentosus,493238,1,1,0,0,1,1.0,5966
Scutellaria indica,493441,1,1,0,0,1,1.0,5967
Dendrobium chrysotoxum,493666,1,1,0,0,1,1.0,5968
Cattleya cernua,493689,1,1,0,0,1,1.0,5969
Dendrobium bullenianum,493966,1,1,0,0,1,1.0,5970
Iris rossii,494059,1,1,0,0,1,1.0,5971
Scilla vindobonensis,494328,1,1,0,0,1,1.0,5972
Linum monogynum,495216,1,1,0,0,1,1.0,5973
Tapinanthus oleifolius,495256,1,1,0,0,1,1.0,5974
Lotus glaucus,495257,1,1,0,0,1,1.0,5975
Lomelosia stellata,495276,1,1,0,0,1,1.0,5976
Terminalia tropophylla,495566,1,1,0,0,1,1.0,5977
Ranunculus polyanthemos,495697,1,1,0,0,1,1.0,5978
Euphorbia seguieriana,495787,1,1,0,0,1,1.0,5979
Salix schwerinii,495821,1,1,0,0,1,1.0,5980
Rhododendron schlippenbachii,495856,1,1,0,0,1,1.0,5981
Lathyrus hierosolymitanus,495944,1,1,0,0,1,1.0,5982
Convolvulus oleifolius,495950,1,1,0,0,1,1.0,5983
Enarthrocarpus strangulatus,495951,1,1,0,0,1,1.0,5984
Tulipa systola,495971,1,1,0,0,1,1.0,5985
Euphorbia retusa,496034,1,1,0,0,1,1.0,5986
Farsetia aegyptia,496040,1,1,0,0,1,1.0,5987
Calligonum comosum,496045,1,1,0,0,1,1.0,5988
Anabasis articulata,496055,1,1,0,0,1,1.0,5989
Limonium lobatum,496063,1,1,0,0,1,1.0,5990
Pteranthus dichotomus,496069,1,1,0,0,1,1.0,5991
Tricholaena teneriffae,496075,1,1,0,0,1,1.0,5992
Andropogon distachyos,496079,1,1,0,0,1,1.0,5993
Gagea chlorantha,496084,1,1,0,0,1,1.0,5994
Teucrium divaricatum,496090,1,1,0,0,1,1.0,5995
Acer davidii,496248,1,1,0,0,1,1.0,5996
Bomarea hirsuta,496655,1,1,0,0,1,1.0,5997
Combretum micranthum,496744,1,1,0,0,1,1.0,5998
Rhododendron rarilepidotum,497191,1,1,0,0,1,1.0,5999
Schima superba,498010,1,1,0,0,1,1.0,6000
Primula pauciflora,498086,1,1,0,0,1,1.0,6001
Primula jeffreyi,498114,1,1,0,0,1,1.0,6002
Vincetoxicum hirundinaria,498350,1,1,0,0,1,1.0,6003
Iphigenia stellata,498660,1,1,0,0,1,1.0,6004
Hakea francisiana,499455,1,1,0,0,1,1.0,6005
Cyperus crassipes,499479,1,1,0,0,1,1.0,6006
Dermatophyllum secundiflorum,499559,1,1,0,0,1,1.0,6007
Pasaccardoa baumii,499852,1,1,0,0,1,1.0,6008
Phyllanthus epiphyllanthus,499870,1,1,0,0,1,1.0,6009
Anthyllis hermanniae,500186,1,1,0,0,1,1.0,6010
Rubia cordifolia,500587,1,1,0,0,1,1.0,6011
Malva punctata,500632,1,1,0,0,1,1.0,6012
Pedicularis langsdorffii,500959,1,1,0,0,1,1.0,6013
Malva multiflora,501208,1,1,0,0,1,1.0,6014
Grewia lavanalensis,501222,1,1,0,0,1,1.0,6015
Myristica hypargyraea,501238,1,1,0,0,1,1.0,6016
Garcinia oblongifolia,501301,1,1,0,0,1,1.0,6017
Chaenostoma cordatum,501464,1,1,0,0,1,1.0,6018
Savignya parviflora,501508,1,1,0,0,1,1.0,6019
Geranium arabicum,501536,1,1,0,0,1,1.0,6020
Nymphaea violacea,502216,1,1,0,0,1,1.0,6021
Eucalyptus socialis,502235,1,1,0,0,1,1.0,6022
Acacia notabilis,502240,1,1,0,0,1,1.0,6023
Chenopodium parabolicum,502259,1,1,0,0,1,1.0,6024
Hypericum erectum,502260,1,1,0,0,1,1.0,6025
Rhododendron micranthum,502261,1,1,0,0,1,1.0,6026
Tillandsia complanata,502278,1,1,0,0,1,1.0,6027
Wurmbea dioica,504086,1,1,0,0,1,1.0,6028
Costus arabicus,504230,1,1,0,0,1,1.0,6029
Costus claviger,504271,1,1,0,0,1,1.0,6030
Elatostema calcareum,504341,1,1,0,0,1,1.0,6031
Dendrobium guamense,504365,1,1,0,0,1,1.0,6032
Murdannia simplex,504836,1,1,0,0,1,1.0,6033
Ophiorrhiza pumila,504870,1,1,0,0,1,1.0,6034
Neuracanthus sphaerostachyus,505154,1,1,0,0,1,1.0,6035
Dicoryphe stipulacea,505257,1,1,0,0,1,1.0,6036
Erythranthe jungermannioides,505349,1,1,0,0,1,1.0,6037
Costus erythrocoryne,505386,1,1,0,0,1,1.0,6038
Tillandsia fendleri,505485,1,1,0,0,1,1.0,6039
Eugenia ligustrina,505683,1,1,0,0,1,1.0,6040
Allium caesium,505724,1,1,0,0,1,1.0,6041
Blepharis maderaspatensis,505731,1,1,0,0,1,1.0,6042
Maerua oblongifolia,505837,1,1,0,0,1,1.0,6043
Cyanotis lanata,505869,1,1,0,0,1,1.0,6044
Rourea coccinea,505872,1,1,0,0,1,1.0,6045
Myrmephytum arfakianum,506022,1,1,0,0,1,1.0,6046
Codonopsis clematidea,506223,1,1,0,0,1,1.0,6047
Bidens subalternans,506308,1,1,0,0,1,1.0,6048
Galearis spathulata,506389,1,1,0,0,1,1.0,6049
Caltha scaposa,506460,1,1,0,0,1,1.0,6050
Iris goniocarpa,506477,1,1,0,0,1,1.0,6051
Microula sikkimensis,506479,1,1,0,0,1,1.0,6052
Pedicularis davidii,506499,1,1,0,0,1,1.0,6053
Meconopsis integrifolia,506504,1,1,0,0,1,1.0,6054
Tephrosia pedicellata,506675,1,1,0,0,1,1.0,6055
Gladiolus gregarius,506689,1,1,0,0,1,1.0,6056
Androsace sericea,506725,1,1,0,0,1,1.0,6057
Ceratotheca sesamoides,506850,1,1,0,0,1,1.0,6058
Gardenia sokotensis,506869,1,1,0,0,1,1.0,6059
Spermacoce radiata,506942,1,1,0,0,1,1.0,6060
Ocimum obovatum,506975,1,1,0,0,1,1.0,6061
Bacopa crenata,506978,1,1,0,0,1,1.0,6062
Coldenia procumbens,506981,1,1,0,0,1,1.0,6063
Combretum aculeatum,506982,1,1,0,0,1,1.0,6064
Dombeya quinqueseta,506990,1,1,0,0,1,1.0,6065
Pupalia lappacea,507031,1,1,0,0,1,1.0,6066
Bidens ternata,507067,1,1,0,0,1,1.0,6067
Crinum ornatum,507073,1,1,0,0,1,1.0,6068
Crotalaria cephalotes,507076,1,1,0,0,1,1.0,6069
Sida cerradoensis,507084,1,1,0,0,1,1.0,6070
Dicoma tomentosa,507107,1,1,0,0,1,1.0,6071
Kleinia abyssinica,507219,1,1,0,0,1,1.0,6072
Tapinanthus globiferus,507283,1,1,0,0,1,1.0,6073
Triumfetta cordifolia,507289,1,1,0,0,1,1.0,6074
Fadogia cienkowskii,507324,1,1,0,0,1,1.0,6075
Macrosphyra longistyla,507329,1,1,0,0,1,1.0,6076
Mussaenda elegans,507331,1,1,0,0,1,1.0,6077
Ocimum grandiflorum,507419,1,1,0,0,1,1.0,6078
Dracocephalum integrifolium,507600,1,1,0,0,1,1.0,6079
Gentiana triflora,507705,1,1,0,0,1,1.0,6080
Iris kolpakowskiana,507746,1,1,0,0,1,1.0,6081
Tulipa hissarica,507826,1,1,0,0,1,1.0,6082
Tulipa ferganica,507835,1,1,0,0,1,1.0,6083
Jurinea cyanoides,508112,1,1,0,0,1,1.0,6084
Iris hookeriana,508339,1,1,0,0,1,1.0,6085
Utricularia tenella,508360,1,1,0,0,1,1.0,6086
Iris halophila,508375,1,1,0,0,1,1.0,6087
Iris songarica,508381,1,1,0,0,1,1.0,6088
Pauridia capensis,508464,1,1,0,0,1,1.0,6089
Tricyrtis affinis,508477,1,1,0,0,1,1.0,6090
Iris bucharica,508753,1,1,0,0,1,1.0,6091
Iris magnifica,508757,1,1,0,0,1,1.0,6092
Lycoris aurea,508760,1,1,0,0,1,1.0,6093
Nidularium innocentii,508775,1,1,0,0,1,1.0,6094
Lavandula pinnata,508893,1,1,0,0,1,1.0,6095
