species,inat_taxon_id,first_discovery_round,n_rounds_seen,unique_discovery_observations,occupied_discovery_cells
Morella serrata,492352,1,2,1,1
Helmholtzia glaberrima,492367,15,2,1,1
Anemonoides trifolia,492418,9,6,3,2
Amyema pendula,492560,0,14,11,2
Coronidium oxylepis,492584,1,2,1,1
Achillea arabica,492714,0,13,8,3
Aeluropus lagopoides,492718,1,12,4,2
Alkanna strigosa,492724,5,4,3,1
Allium daninianum,492733,15,4,3,1
Alyssum baumgartnerianum,492734,9,2,1,1
Astragalus palaestinus,492759,0,3,2,1
Astragalus sanctus,492760,3,2,1,1
Ballota saxatilis,492768,11,4,2,1
Campanula hierosolymitana,492783,7,2,1,1
Capparis zoharyi,492786,0,21,70,2
Cardopatium corymbosum,492787,7,2,1,1
Carduus argentatus,492788,1,6,3,1
Carlina curetum,492790,5,6,2,1
Carthamus tenuis,492792,11,4,2,1
Cephalaria joppensis,492797,3,6,2,1
Chiliadenus iphionoides,492800,9,2,1,1
Cirsium alatum,492805,17,2,1,1
Cirsium phyllocephalum,492807,5,2,1,1
Convolvulus dorycnium,492813,3,10,6,2
Crepis aspera,492819,1,4,1,1
Dianthus pendulus,492834,0,7,3,2
Echium judaeum,492838,0,21,26,1
Echium glomeratum,492839,3,8,5,1
Galium rivale,492859,5,2,1,1
Hedypnois rhagadioloides,492864,9,8,5,4
Helianthemum syriacum,492865,5,6,3,2
Helichrysum sanguineum,492866,0,15,13,1
Hypericum triquetrifolium,492875,1,6,5,2
Iris palaestina,492883,0,7,4,1
Kickxia aegyptiaca,492887,0,21,5,3
Lathyrus blepharicarpos,492892,0,5,3,1
Lotus glinoides,492907,5,8,4,1
Lotus halophilus,492908,13,2,2,2
Lotus longisiliquosus,492909,7,6,4,1
Lotus peregrinus,492910,13,2,1,1
Malvella sherardiana,492912,1,4,1,1
Medicago rotata,492916,0,1,1,1
Micromeria nervosa,492918,0,7,2,1
Nigella ciliaris,492921,7,2,1,1
Noaea mucronata,492922,7,2,1,1
Onobrychis squarrosa,492928,0,1,1,1
Ononis pubescens,492929,7,2,1,1
Onopordum cynarocephalum,492932,13,2,1,1
Orchis galilaea,492937,0,13,8,1
Ornithogalum cuspidatum,492948,3,2,1,1
Pentatropis nivalis,492958,7,2,1,1
Phlomis viscosa,492964,7,6,3,1
Prangos ferulacea,492970,11,2,1,1
Ranunculus millefolius,492973,11,4,3,1
Ranunculus scandicinus,492975,5,2,1,1
Raphanus rostratus,492976,3,12,7,1
Ricotia lunaria,492981,17,2,1,1
Salvia viridis,493015,1,8,4,2
Scutellaria brevibracteata,493025,9,4,1,1
Seetzenia lanata,493028,17,1,1,1
Silene aegyptiaca,493033,3,10,10,2
Stachys neurocalycina,493042,5,6,3,1
Symphytum brachycalyx,493050,17,2,1,1
Thesium humile,493059,3,4,2,2
Tolpis virgata,493060,13,2,1,1
Tordylium trachycarpum,493062,17,4,2,2
Tragopogon coelesyriacus,493066,9,4,2,2
Trifolium eriosphaerum,493068,3,8,5,1
Trifolium pilulare,493072,13,4,2,1
Trigonella hierosolymitana,493074,13,4,1,1
Valantia hispida,493078,7,2,1,1
Valerianella kotschyi,493080,11,2,1,1
Valerianella vesicaria,493081,0,5,2,2
Vicia palaestina,493093,0,11,8,1
Ziziphora capitata,493096,13,2,1,1
Ziziphora tenuior,493097,13,2,1,1
Persicaria posumbu,493198,1,10,3,2
Clinopodium nepeta,493202,0,13,6,4
Orthosiphon sarmentosus,493238,0,3,2,1
Epacris reclinata,493270,1,6,4,1
Grevillea acanthifolia,493271,5,6,3,1
Olearia glandulosa,493351,12,4,2,1
Cistanche violacea,493440,11,2,1,1
Scutellaria indica,493441,0,11,8,2
Searsia laevigata,493489,3,7,6,3
Orobanche coerulescens,493496,0,13,11,5
Verbascum boerhavii,493533,3,2,1,1
Glossoloma ichthyoderma,493582,7,4,2,1
Phalaenopsis schilleriana,493614,1,6,2,1
Rhynchostylis retusa,493624,1,18,11,5
Coelogyne cristata,493634,3,2,1,1
Cymbidium dayanum,493638,0,13,5,2
Habenaria rhodocheila,493640,7,4,1,1
Aechmea caudata,493642,9,2,1,1
Gongora bufonia,493659,1,4,2,1
Dendrobium chrysotoxum,493666,0,5,2,2
Dendrobium lindleyi,493667,13,4,2,2
Aerides rosea,493683,1,2,1,1
Cycnoches pentadactylon,493687,11,1,1,1
Cattleya coccinea,493688,1,4,2,1
Cattleya cernua,493689,0,1,1,1
Euphorbia granulata,493754,11,4,2,2
Gagea commutata,493790,1,8,3,1
Corydalis triternata,493796,15,2,1,1
Linaria chalepensis,493805,1,4,2,2
Dendrobium ceraula,493877,9,4,1,1
Spigelia pulchella,493881,9,2,1,1
Clusia burle-marxii,493935,1,8,2,1
Plocama hymenostephana,493942,7,4,1,1
Dendrobium thyrsiflorum,493962,1,2,1,1
Dendrobium farmeri,493963,0,13,5,3
Dendrobium furcatum,493965,0,19,2,1
Dendrobium bullenianum,493966,0,5,1,1
Carlina lanata,494049,9,2,1,1
Iris rossii,494059,0,13,9,1
Trifolium squarrosum,494175,15,2,1,1
Zanthoxylum punctatum,494248,13,2,1,1
Lobelia portoricensis,494253,5,2,1,1
Vanda cristata,494266,15,2,1,1
Convolvulus scammonia,494311,3,2,1,1
Scilla vindobonensis,494328,0,5,3,1
Carex phleoides,494379,14,2,1,1
Dactylicapnos scandens,494417,7,2,1,1
Melica transsilvanica,494567,15,2,1,1
Astragalus laxmannii,494579,1,16,12,4
Macrocarpaea pringleana,494679,17,2,1,1
Macrocarpaea rubra,494684,5,4,1,1
Lampranthus glaucoides,495204,1,4,2,1
Limonium hyblaeum,495213,7,2,1,1
Linum monogynum,495216,0,13,5,2
Heliconia longiflora,495219,17,2,1,1
Tapinanthus oleifolius,495256,0,20,6,4
Lotus glaucus,495257,0,5,1,1
Lomelosia stellata,495276,0,1,1,1
Salvia lanigera,495277,11,2,2,1
Callicarpa nudiflora,495408,9,4,1,1
Fumana ericifolia,495541,11,2,1,1
Hibiscus ovalifolius,495562,3,8,2,1
Parietaria alsinifolia,495565,0,21,2,1
Terminalia tropophylla,495566,0,3,1,1
Viola cinerea,495572,0,7,4,1
Barleria seyrigii,495573,1,10,1,1
Gentiana dahurica,495658,13,4,2,1
Gentiana kaufmanniana,495659,1,4,1,1
Impatiens tinctoria,495685,5,2,1,1
Ranunculus polyanthemos,495697,0,19,13,4
Euphorbia seguieriana,495787,0,9,5,2
Salix schwerinii,495821,0,7,3,1
Salix gmelinii,495822,1,2,1,1
Asparagus virgatus,495847,7,4,2,2
Rhododendron schlippenbachii,495856,0,7,4,1
Fumaria judaica,495901,5,2,1,1
Hippocrepis multisiliquosa,495902,3,8,3,2
Lathyrus hierosolymitanus,495944,0,17,18,1
Anchusa aegyptiaca,495946,0,9,7,1
Convolvulus oleifolius,495950,0,3,2,1
Enarthrocarpus strangulatus,495951,0,21,1,1
Malva aegyptia,495957,13,2,1,1
Stachys aegyptiaca,495968,7,4,2,1
Trigonella stellata,495970,11,2,1,1
Tulipa systola,495971,0,9,5,2
Humboldtia brunonis,495998,7,2,1,1
Trigonella arabica,496016,7,2,1,1
Heliconia pogonantha,496017,13,2,1,1
Volutaria crupinoides,496019,13,2,1,1
Echium rauwolfii,496021,0,9,6,2
Launaea angustifolia,496022,9,2,1,1
Euphorbia retusa,496034,0,5,2,1
Hyoscyamus desertorum,496036,3,2,1,1
Neotorularia torulosa,496037,3,2,1,1
Farsetia aegyptia,496040,0,15,8,1
Calligonum comosum,496045,0,15,6,1
Neurada procumbens,496046,9,4,1,1
Cistanche salsa,496048,1,6,2,1
Anabasis articulata,496055,0,1,1,1
Astragalus aleppicus,496059,1,2,1,1
Bellevalia desertorum,496060,13,2,1,1
Fagonia mollis,496062,3,4,2,1
Limonium lobatum,496063,0,10,7,5
Linaria haelava,496065,1,14,10,1
Notoceras bicorne,496066,0,13,7,3
Pteranthus dichotomus,496069,0,3,2,1
Prospero hanburyi,496072,7,2,2,1
Tricholaena teneriffae,496075,0,15,8,1
Andropogon distachyos,496079,0,3,2,1
Astragalus stella,496080,7,4,2,2
Astragalus asterias,496081,3,2,1,1
Gagea chlorantha,496084,0,9,6,2
Sedum pallidum,496087,19,2,1,1
Teucrium divaricatum,496090,0,5,3,1
Senecio flavus,496096,1,6,2,1
Kickxia floribunda,496109,9,2,1,1
Valeriana jatamansi,496136,15,2,1,1
Amphorocalyx latifolius,496215,3,2,1,1
Acer tegmentosum,496247,11,4,2,1
Acer davidii,496248,0,9,5,1
Helianthemum vesicarium,496261,1,6,3,1
Lupinus costaricensis,496302,13,2,1,1
Gaiadendron punctatum,496333,3,10,6,3
Polygala japonica,496439,1,10,5,2
Viola arcuata,496520,0,7,5,3
Lysimachia latifolia,496537,0,7,5,1
Lamium moschatum,496550,1,8,5,2
Bomarea hirsuta,496655,0,3,2,2
Vaccinium madagascariense,496733,1,4,1,1
Bombax costatum,496743,0,21,12,2
Combretum micranthum,496744,0,13,2,1
Feretia apodanthera,496823,19,2,1,1
Guiera senegalensis,496825,0,21,12,2
Orobanche cernua,496849,0,21,4,4
Allium oreophilum,496905,19,2,1,1
Acmella caulirhiza,496955,11,2,1,1
Cryptotaenia japonica,496962,3,8,3,2
Saba senegalensis,497038,0,19,8,1
Rhododendron rarilepidotum,497191,0,11,1,1
Cistus tauricus,497208,13,2,1,1
Odontites luteus,497526,1,8,5,3
Oncidium hallii,497602,9,2,1,1
Psychotria nuda,497623,5,6,4,1
Solanum havanense,497646,3,4,2,1
Sesuvium microphyllum,497647,7,2,1,1
Echium asperrimum,497786,11,2,1,1
Lepidophorum repandum,497830,19,2,1,1
Festuca nigrescens,497838,1,4,1,1
Polygaloides paucifolia,497911,3,10,10,2
Volutaria tubuliflora,497940,1,2,1,1
Schima superba,498010,0,1,1,1
Fuchsia triphylla,498028,0,11,8,2
Renealmia jamaicensis,498081,1,2,1,1
Primula pauciflora,498086,0,13,11,4
Primula jeffreyi,498114,0,5,3,1
Cynorkis ampullacea,498223,19,2,1,1
Sedum nuttallii,498277,5,2,1,1
Vincetoxicum hirundinaria,498350,0,13,11,6
Aechmea gracilis,498351,5,5,2,1
Coutoubea ramosa,498507,11,6,3,1
Leucosceptrum canum,498527,9,6,2,1
Iphigenia stellata,498660,0,3,2,1
Verbascum gaillardotii,498745,19,2,1,1
Typhonium blumei,498746,1,6,3,1
Cotoneaster hjelmqvistii,498832,9,4,1,1
Tragopogon floccosus,498873,3,2,1,1
Larrea nitida,498893,1,5,3,1
Allium rhizomatum,498921,5,2,1,1
Pachypodium windsorii,499014,9,4,1,1
Nichallea soyauxii,499128,3,6,1,1
Gentiana squarrosa,499266,0,19,15,3
Rhododendron brachycarpum,499344,3,8,5,2
Eucalyptus macrandra,499352,16,2,1,1
Acacia beckleri,499403,5,2,1,1
Acacia papyrocarpa,499405,19,2,1,1
Hakea francisiana,499455,0,5,4,2
Cyperus crassipes,499479,0,3,3,1
Iris minutoaurea,499497,17,2,1,1
Dermatophyllum secundiflorum,499559,0,1,1,1
Primula tetrandra,499563,13,2,1,1
Physena madagascariensis,499574,0,5,2,1
Pasaccardoa baumii,499852,0,9,1,1
Phyllanthus epiphyllanthus,499870,0,11,4,2
Lilium tsingtauense,499914,7,4,2,1
Lespedeza maximowiczii,499915,1,2,1,1
Heracleum sosnowskyi,499936,3,12,11,3
Anthyllis hermanniae,500186,0,1,1,1
Hypoestes arachnopus,500284,1,8,1,1
Diospyros tropophylla,500324,1,2,1,1
Thymus quinquecostatus,500374,0,7,5,2
Trichocentrum carthagenense,500397,15,2,1,1
Rubia cordifolia,500587,0,3,2,2
Malva punctata,500632,0,3,2,1
Metaporana sericosepala,500723,15,2,1,1
Exoacantha heterophylla,500764,11,2,1,1
Cleisostoma simondii,500822,1,2,1,1
Hackelia uncinata,500823,15,2,1,1
Capparis sicula,500872,3,6,5,2
Scutellaria barbata,500874,5,8,3,1
Viola prionantha,500891,0,19,27,3
Cynanchum boudieri,500910,7,2,1,1
Adenophora remotiflora,500912,1,6,1,1
Pedicularis langsdorffii,500959,0,13,4,3
Orostachys spinosa,501017,0,17,15,5
Angelica dahurica,501057,13,2,1,1
Peracarpa carnosa,501200,7,4,2,2
Malva multiflora,501208,0,18,19,8
Empogona ovalifolia,501212,3,6,1,1
Grewia lavanalensis,501222,0,5,2,2
Vachellia vernicosa,501237,9,2,1,1
Myristica hypargyraea,501238,0,21,1,1
Garcinia oblongifolia,501301,0,7,4,1
Phragmipedium longifolium,501340,15,2,1,1
Viola phalacrocarpa,501382,15,2,1,1
Viola chaerophylloides,501388,3,4,2,2
Streptocarpus hilsenbergii,501438,9,4,2,1
Viola orientalis,501448,7,4,2,1
Viola tokubuchiana,501461,9,2,1,1
Chaenostoma cordatum,501464,0,6,4,3
Monsonia nivea,501499,3,8,4,1
Vernonia arabica,501505,9,2,1,1
Zygophyllum qatarense,501506,0,21,19,2
Begonia octopetala,501507,1,4,2,1
Savignya parviflora,501508,0,21,3,2
Petrocallis pyrenaica,501527,13,2,1,1
Geranium arabicum,501536,0,19,5,5
Disa eminii,501537,13,2,1,1
Asarum sieboldii,501615,3,4,2,1
Heloniopsis koreana,501618,19,2,1,1
Lysimachia davurica,501652,3,4,1,1
Plantago asiatica,501675,11,2,1,1
Colutea cilicica,501680,1,6,3,1
Piptatheropsis pungens,501740,15,4,3,2
Aquilegia coerulea,501742,0,19,26,1
Euphorbia humifusa,502155,7,6,3,2
Kohleria warszewiczii,502168,11,6,3,1
Nymphaea violacea,502216,0,21,11,1
Eucalyptus socialis,502235,0,8,4,2
Acacia notabilis,502240,0,3,1,1
Billardiera cymosa,502251,1,20,25,2
Eucalyptus fasciculosa,502253,1,18,21,2
Hakea carinata,502256,3,4,2,1
Hakea rostrata,502257,0,9,7,2
Chenopodium parabolicum,502259,0,3,2,2
Hypericum erectum,502260,0,5,2,1
Rhododendron micranthum,502261,0,9,5,1
Tillandsia complanata,502278,0,7,7,2
Lantana rugulosa,502285,9,4,2,1
Serratula coronata,502299,1,14,9,3
Barleria decaryi,502345,11,4,1,1
Jasminum nervosum,502414,5,6,3,1
Lankesteria glandulosa,502419,7,2,1,1
Verbascum sinaiticum,502443,11,2,1,1
Eulophia horsfallii,502552,0,21,10,3
Gomesa longipes,502560,20,1,1,1
Vachellia karroo,502780,0,21,47,6
Acacia truncata,502784,3,4,2,1
Peucedanum japonicum,502998,5,6,5,2
Limonium tetragonum,502999,15,2,1,1
Scabiosa comosa,503001,1,20,15,2
Heracleum moellendorffii,503002,7,8,5,1
Lepidium apetalum,503221,3,16,9,2
Pseudocorchorus greveanus,503236,5,2,1,1
Cleome brachycarpa,503294,0,21,5,3
Sedum annuum,503308,1,10,7,5
Hemerocallis citrina,503356,7,2,1,1
Broughtonia domingensis,503372,11,4,2,1
Astragalus alopecurus,503402,1,6,5,3
Eulophia beravensis,503440,1,10,3,2
Microcoelia perrieri,503441,1,8,2,1
Ficus prolixa,503865,3,14,2,2
Bulbine glauca,504014,5,2,1,1
Spathoglottis carolinensis,504032,1,10,3,2
Bikkia tetrandra,504034,0,21,26,5
Elaeocarpus joga,504035,5,6,2,1
Wurmbea dioica,504086,0,19,25,3
Hernandia labyrinthica,504090,19,2,1,1
Adenosma glutinosa,504103,5,12,8,1
Oxytenanthera abyssinica,504205,3,6,1,1
Chamaecostus lanceolatus,504228,7,2,1,1
Costus arabicus,504230,0,5,3,3
Costus claviger,504271,0,3,2,1
Ochrosia mariannensis,504339,3,8,2,1
Elatostema calcareum,504341,0,3,1,1
Dendrobium guamense,504365,0,5,1,1
Bupleurum ranunculoides,504386,11,2,1,1
Corybas vitreus,504420,1,6,4,1
Leontopodium ochroleucum,504500,3,6,3,2
Pitcairnia bakeri,504539,3,8,4,2
Aneilema umbrosum,504549,1,18,5,4
Calolisianthus speciosus,504568,1,10,4,2
Calolisianthus pedunculatus,504570,3,6,3,2
Discocalyx megacarpa,504651,3,10,2,1
Lisianthius laxiflorus,504732,3,6,3,1
Salvia deserta,504776,7,4,3,2
Coelogyne speciosa,504788,15,2,1,1
Corybas confusus,504821,5,2,1,1
Murdannia simplex,504836,0,15,13,4
Eulophia guineensis,504849,0,21,19,4
Curculigo pilosa,504850,3,8,2,1
Gardenia erubescens,504853,5,6,1,1
Ophiorrhiza pumila,504870,0,13,8,2
Diuris palustris,505119,1,14,11,3
Neuracanthus sphaerostachyus,505154,0,5,2,1
Allium amethystinum,505228,3,2,1,1
Bituminaria morisiana,505239,1,2,1,1
Helicia nilagirica,505253,9,2,1,1
Dicoryphe stipulacea,505257,0,3,1,1
Phyllanthus madagascariensis,505259,15,2,1,1
Erythranthe jungermannioides,505349,0,1,1,1
Costus erythrocoryne,505386,0,1,1,1
Ehretia laevis,505428,1,6,3,2
Tillandsia fendleri,505485,0,11,6,2
Eugenia ligustrina,505683,0,1,1,1
Allium caeruleum,505723,13,4,3,1
Allium caesium,505724,0,3,2,1
Allium wallichii,505726,7,4,2,1
Blepharis maderaspatensis,505731,0,5,3,2
Dyschoriste nagchana,505733,0,7,4,3
Holarrhena floribunda,505792,3,10,1,1
Asparagus lignosus,505800,5,2,1,1
Heliotropium bacciferum,505820,3,12,6,1
Cassia sieberiana,505833,5,8,2,2
Daniellia oliveri,505835,3,6,2,2
Maerua oblongifolia,505837,0,3,2,1
Cochlospermum planchonii,505856,0,21,6,2
Combretum glutinosum,505858,1,16,3,1
Terminalia stenostachya,505862,13,2,1,1
Cyanotis lanata,505869,0,5,1,1
Rourea coccinea,505872,0,5,1,1
Ipomoea argentaurata,505873,7,2,1,1
Ipomoea eriocarpa,505875,3,10,5,3
Ipomoea bonariensis,505876,3,2,1,1
Myrmephytum arfakianum,506022,0,13,1,1
Disperis hildebrandtii,506064,5,2,1,1
Amorphophallus dracontioides,506091,0,21,19,2
Pinguicula calyptrata,506183,11,2,1,1
Cochlospermum tinctorium,506189,0,21,16,2
Kalanchoe miniata,506222,5,4,2,1
Codonopsis clematidea,506223,0,11,7,1
Crotalaria senegalensis,506253,15,2,1,1
Viola stipularis,506261,5,6,3,2
Xanthium orientale,506262,15,2,1,1
Arum orientale,506269,9,2,1,1
Bidens subalternans,506308,0,9,6,4
Tiarella polyphylla,506319,5,8,3,2
Dendrobium faciferum,506373,11,2,1,1
Cassiope selaginoides,506375,17,2,1,1
Mystacidium capense,506377,3,5,3,2
Bonatea speciosa,506381,1,6,3,2
Cymbidium aloifolium,506383,7,10,5,2
Anaphalis nepalensis,506384,1,12,5,2
Galearis spathulata,506389,0,9,1,1
Quercus macranthera,506415,13,2,1,1
Pseudostellaria sylvatica,506434,7,2,1,1
Primula munroi,506452,5,6,2,2
Caltha scaposa,506460,0,1,1,1
Euphorbia stracheyi,506464,15,2,1,1
Adenocaulon himalaicum,506465,7,10,6,2
Dicranostigma leptopodum,506470,0,21,16,2
Swertia japonica,506472,7,4,1,1
Quercus aliena,506474,3,2,1,1
Iris goniocarpa,506477,0,3,2,2
Microula sikkimensis,506479,0,7,4,1
Primula deflexa,506481,11,2,1,1
Fragaria orientalis,506486,15,2,1,1
Pedicularis davidii,506499,0,1,1,1
Meconopsis integrifolia,506504,0,9,6,1
Primula amethystina,506507,3,2,1,1
Meconopsis punicea,506510,9,4,2,2
Cynophalla hastata,506589,0,7,3,2
Acalypha crenata,506601,3,6,1,1
Hymenocardia acida,506615,15,4,1,1
Tephrosia nana,506674,7,2,1,1
Tephrosia pedicellata,506675,0,15,3,1
Vigna parkeri,506680,5,8,2,2
Zornia glochidiata,506685,3,10,3,2
Gladiolus gregarius,506689,0,3,1,1
Aeollanthus pubescens,506691,1,10,2,2
Urospatha sagittifolia,506693,9,4,2,2
Kohautia grandiflora,506716,1,6,2,2
Androsace sericea,506725,0,5,2,1
Dracocephalum imberbe,506768,3,4,2,1
Semenovia transiliensis,506775,13,2,1,1
Nepeta nuda,506778,15,2,1,1
Agastache rugosa,506801,0,7,5,2
Lophanthus chinensis,506813,15,4,1,1
Ceratotheca sesamoides,506850,0,13,6,3
Corchorus fascicularis,506856,9,2,1,1
Cymbopogon schoenanthus,506860,0,21,2,1
Diheteropogon amplectens,506862,11,2,1,1
Gardenia sokotensis,506869,0,19,2,1
Mitragyna inermis,506884,0,19,7,2
Polygala arenaria,506897,1,10,3,1
Polygala erioptera,506904,19,2,1,1
Tinnea barteri,506927,0,15,3,2
Ludwigia abyssinica,506938,1,2,1,1
Spermacoce stachydea,506940,1,18,3,1
Spermacoce radiata,506942,0,9,1,1
Spermacoce filifolia,506945,0,19,11,1
Ipomoea setifera,506950,1,10,7,2
Spermacoce pusilla,506959,7,6,4,3
Cyphostemma flavicans,506963,3,8,2,1
Hibiscus articulatus,506969,7,2,1,1
Ocimum obovatum,506975,0,19,11,5
Bacopa crenata,506978,0,11,2,1
Cissampelos mucronata,506980,0,15,2,1
Coldenia procumbens,506981,0,7,4,4
Combretum aculeatum,506982,0,9,1,1
Getonia floribunda,506983,5,8,4,3
Dombeya quinqueseta,506990,0,1,1,1
Ottelia ulvifolia,507021,5,10,3,1
Rhamphicarpa fistulosa,507026,1,6,1,1
Pupalia lappacea,507031,0,17,5,2
Drimia altissima,507049,3,10,6,3
Drimia elata,507050,1,10,5,4
Cryptolepis oblongifolia,507061,5,4,1,1
Eriospermum abyssinicum,507062,17,2,1,1
Bidens ternata,507067,0,17,1,1
Crinum ornatum,507073,0,15,6,4
Crotalaria cephalotes,507076,0,3,1,1
Sida cerradoensis,507084,0,5,3,3
Acalypha ciliata,507086,5,8,3,1
Aspilia kotschyi,507095,13,4,1,1
Dicoma tomentosa,507107,0,1,1,1
Eucalyptus tetraptera,507114,5,4,1,1
Echinops longifolius,507217,19,2,1,1
Emilia abyssinica,507218,9,2,1,1
Kleinia abyssinica,507219,0,3,1,1
Pulicaria undulata,507221,1,14,2,2
Aneilema beniniense,507236,1,4,1,1
Commelina aspera,507237,7,2,1,1
Merremia pterygocaulos,507241,1,12,4,3
Euphorbia poissonii,507256,7,4,1,1
Berlinia grandiflora,507260,11,2,1,1
Cordyla pinnata,507261,3,12,1,1
Mimosa invisa,507271,1,8,5,2
Flagellaria guineensis,507275,9,2,1,1
Drimia indica,507277,7,2,1,1
Tapinanthus globiferus,507283,0,17,2,1
Hibiscus sidiformis,507288,1,4,2,1
Triumfetta cordifolia,507289,0,21,1,1
Protea madiensis,507322,0,13,2,2
Fadogia cienkowskii,507324,0,7,1,1
Ixora brachypoda,507327,19,2,1,1
Macrosphyra longistyla,507329,0,5,2,1
Mussaenda elegans,507331,0,13,2,2
Allophylus decipiens,507335,1,2,1,1
Cycnium tubulosum,507337,0,15,8,2
Cycnium adonense,507338,1,4,3,2
Cycnium herzfeldianum,507342,11,2,1,1
Clerodendrum capitatum,507346,7,4,2,2
Ceropegia jainii,507380,13,4,2,1
Ocimum grandiflorum,507419,0,13,1,1
Mimulopsis lyalliana,507434,9,6,1,1
Chorispora macropoda,507522,17,2,1,1
Crateva obovata,507558,17,2,1,1
Dracocephalum nodulosum,507575,1,6,3,1
Aster flaccidus,507594,13,4,2,1
Ziziphora clinopodioides,507596,0,19,16,3
Dracocephalum integrifolium,507600,0,5,3,1
Euphorbia camagueyensis,507611,7,2,1,1
Cyperus mindorensis,507628,0,21,27,11
Euphorbia chamissonis,507658,3,4,1,1
Euphorbia coghlanii,507659,5,2,1,1
Euphorbia makinoi,507667,9,2,1,1
Euphorbia mossambicensis,507670,7,4,1,1
Euphorbia orbiculata,507673,1,6,2,1
Euphorbia potentilloides,507676,1,4,3,1
Euphorbia selloi,507683,5,2,1,1
Mesechites roseus,507700,3,10,8,1
Gentiana triflora,507705,0,5,2,2
Iris kolpakowskiana,507746,0,13,4,1
Anemone biflora,507753,5,14,5,1
Tulipa dasystemon,507824,0,19,23,2
Tulipa heterophylla,507825,0,21,20,2
Tulipa hissarica,507826,0,3,1,1
Tulipa julia,507830,13,2,2,1
Tulipa altaica,507832,7,4,2,2
Tulipa ferganica,507835,0,7,3,1
Tulipa fosteriana,507836,3,12,6,1
Tulipa greigii,507842,0,21,24,1
Tulipa kaufmanniana,507843,0,19,21,1
Aster albescens,507869,3,6,3,1
Galeopsis pubescens,507897,1,8,4,3
Smallanthus pyramidalis,508085,11,8,4,1
Phragmipedium pearcei,508108,3,2,1,1
Jurinea cyanoides,508112,0,5,3,1
Callianthe megapotamica,508221,1,10,5,4
Vasconcellea pubescens,508242,11,1,1,1
Iris scariosa,508312,9,2,1,1
Iris alberti,508319,3,4,2,1
Iris bloudowii,508321,3,2,1,1
Iris auranitica,508324,19,2,1,1
Iris sari,508325,15,2,1,1
Iris barnumiae,508326,9,2,1,1
Iris meda,508327,5,6,2,1
Iris korolkowii,508331,5,2,1,1
Iris stolonifera,508334,7,8,4,1
Iris darwasica,508337,1,4,1,1
Iris kemaonensis,508338,1,10,5,1
Iris hookeriana,508339,0,3,1,1
Iris tigridia,508340,3,4,2,1
Utricularia tenella,508360,0,1,1,1
Utricularia grampiana,508361,1,2,1,1
Iris bulleyana,508370,7,2,1,1
Iris chrysographes,508371,3,6,3,1
Iris halophila,508375,0,7,2,2
Iris tenuifolia,508380,11,8,3,2
Iris songarica,508381,0,7,4,2
Iris lactea,508382,5,10,7,4
Limonium gmelini,508406,0,17,9,3
Iris fosteriana,508419,3,2,1,1
Paeonia obovata,508429,7,6,2,2
Isodon effusus,508432,13,2,1,1
Cirsium oligophyllum,508434,3,16,4,1
Veronica rotunda,508444,17,2,1,1
Pauridia capensis,508464,0,17,14,2
Tricyrtis affinis,508477,0,1,1,1
Gentiana scabra,508514,15,2,1,1
Boenninghausenia albiflora,508515,1,6,3,2
Iris bucharica,508753,0,7,5,1
Iris warleyensis,508756,0,11,7,1
Iris magnifica,508757,0,11,4,1
Lycoris aurea,508760,0,5,3,1
Puya spathacea,508771,1,6,3,1
Nidularium innocentii,508775,0,13,7,1
Albizia polyphylla,508885,13,2,1,1
Lavandula pinnata,508893,0,5,3,1
Lavandula buchii,508894,3,6,2,1
Apocynum venetum,508943,1,8,5,1
Trichodesma indicum,509065,0,13,10,3
Begonia hatacoa,509095,13,4,2,1
Oxalis monticola,509179,18,2,1,1
Gastrodia molloyi,509182,0,14,7,2
Carthamus mitissimus,509198,0,9,5,1
Senna viarum,509218,5,2,1,1
Gentiana pyrenaica,509226,0,3,2,1
Gentiana boryi,509227,0,1,1,1
Gentianella caucasea,509239,1,4,2,1
Gentianella aurea,509248,0,3,1,1
Dodartia orientalis,509251,0,5,4,3
Veronica gentianoides,509258,1,6,4,1
Begonia palmata,509260,1,8,2,2
Polyscias macgillivrayi,509307,7,4,1,1
Ageratina glechonophylla,509342,0,9,7,2
Brachycorythis helferi,509361,7,2,1,1
Aquilegia oxysepala,509385,5,2,1,1
Aquilegia glandulosa,509392,0,19,11,3
Swertia bimaculata,509393,0,7,4,3
Aquilegia olympica,509402,0,3,2,1
Aquilegia parviflora,509407,1,18,5,1
Aquilegia pubiflora,509408,17,2,1,1
Aquilegia sibirica,509411,0,21,19,4
