species,inat_taxon_id,first_v2_round,n_v2_rounds_seen,unique_v2_observations,occupied_v2_cells
Schwenckia americana,290667,20,1,1,1
Physalis ampla,290668,2,2,1,1
Solanum candidum,290676,4,3,3,2
Solanum chiapasense,290678,13,1,1,1
Solanum ferrugineum,290695,10,1,1,1
Cestrum glanduliferum,290703,13,1,1,1
Solanum hirtum,290718,9,1,1,1
Physalis ignota,290721,7,1,1,1
Solanum muricatum,290744,5,1,2,2
Physalis pruinosa,290762,5,5,4,4
Capsicum pubescens,290763,5,3,3,2
Solanum rugosum,290772,9,1,1,1
Lycianthes rzedowskii,290774,9,1,1,1
Lycianthes synanthera,290787,19,1,1,1
Cestrum tomentosum,290790,18,1,1,1
Lycianthes tricolor,290791,19,1,1,1
Solanum umbellatum,290796,20,1,1,1
Solanum wendlandii,290801,15,1,1,1
Solanum wrightii,290802,4,4,4,3
Agave colimana,290817,1,1,1,1
Yucca decipiens,290821,18,2,2,1
Yucca filifera,290831,6,2,2,1
Prochnyanthes mexicana,290854,1,4,7,2
Yucca rigida,290874,19,1,1,1
Polianthes sessiliflora,290884,7,1,1,1
Polianthes tuberosa,290891,8,1,1,1
Pseuderanthemum alatum,290898,9,1,1,1
Lepidagathis alopecuroidea,290904,2,3,2,1
Justicia aurea,290915,5,4,4,2
Justicia comata,290939,4,5,5,4
Ruellia erythropus,290949,18,1,1,1
Ruellia geminiflora,290955,6,3,4,2
Dyschoriste hirsutissima,290981,7,2,2,1
Justicia insolita,290991,20,1,1,1
Justicia longii,291006,1,1,2,1
Mexacanthus mcvaughii,291019,15,1,1,1
Carlowrightia neesiana,291028,17,1,1,1
Ruellia paniculata,291050,1,7,12,2
Ruellia petiolaris,291059,16,1,1,1
Pseuderanthemum praecox,291065,7,3,3,2
Aphelandra scabra,291092,5,4,6,2
Pseuderanthemum standleyi,291109,13,1,1,1
Chileranthemum trifidum,291118,11,1,1,1
Ruellia tuberosa,291119,1,20,55,11
Ruellia foetida,291180,14,2,2,1
Tabernaemontana tomentosa,291214,1,3,3,1
Acacia salicina,291217,3,4,9,1
Achimenes patens,291222,13,1,1,1
Banisteriopsis muricata,291245,17,1,1,1
Besleria laxiflora,291256,10,1,1,1
Bonellia nervosa,291257,16,1,1,1
Canna paniculata,291279,1,1,1,1
Canna tuerckheimii,291280,10,2,2,2
Coleus scutellarioides,291284,1,8,8,7
Cavendishia bracteata,291293,1,6,6,2
Ceanothus caeruleus,291294,2,3,5,2
Cladocolea loniceroides,291302,18,1,1,1
Dahlia campanulata,291327,14,1,2,1
Dichromanthus aurantiacus,291338,1,5,9,2
Dichromanthus michuacanus,291339,12,1,2,1
Dietes grandiflora,291342,1,11,12,8
Encyclia rzedowskiana,291360,11,1,1,1
Galium hypocarpium,291391,11,1,1,1
Handroanthus chrysanthus,291423,9,3,3,2
Handroanthus guayacan,291424,9,2,5,2
Heliopsis buphthalmoides,291430,18,1,1,1
Isochilus oaxacanus,291441,1,1,1,1
Loeselia rupestris,291462,16,2,2,1
Macroptilium longepedunculatum,291471,3,1,1,1
Melochia nodiflora,291498,2,5,6,3
Mimosa candollei,291504,2,6,8,2
Monnina ciliolata,291510,13,2,6,2
Myrmecophila grandiflora,291515,2,4,5,1
Oestlundia ligulata,291526,10,1,1,1
Oxalis tetraphylla,291533,7,5,9,2
Pachystachys spicata,291534,4,7,9,5
Passiflora capsularis,291548,3,6,7,2
Peperomia leptophylla,291561,3,2,2,1
Pilea parietaria,291576,12,1,1,1
Prockia crucis,291593,2,2,2,2
Rinorea sylvatica,291624,13,1,1,1
Rudgea cornifolia,291629,6,1,1,1
Salvia hirsuta,291640,9,1,1,1
Salvia leptostachys,291643,5,1,2,1
Salvia oreopola,291648,2,2,2,1
Salvia protracta,291650,20,1,1,1
Salvia sessei,291656,3,5,8,2
Sinningia incarnata,291681,3,7,9,4
Spermacoce latifolia,291695,7,5,6,3
Stelis greenwoodii,291703,11,1,1,1
Stelis platystylis,291707,13,1,4,1
Talinum lineare,291720,11,1,1,1
Varronia spinescens,291743,2,1,1,1
Voyria flavescens,291752,1,7,8,3
Voyria tenella,291753,1,18,54,8
Waltheria albicans,291754,20,1,1,1
Waltheria operculata,291755,2,7,9,2
Waltheria viscosissima,291756,1,2,2,1
Stelis argentata,291812,8,3,4,2
Stelis resupinata,291815,17,1,1,1
Trichocentrum cavendishianum,291819,5,1,1,1
Tabernaemontana citrifolia,291821,7,1,1,1
Cardamine obliqua,291835,12,3,5,1
Lepechinia nelsonii,291870,11,1,1,1
Desmodium densiflorum,292013,13,1,1,1
Zuloagaea bulbosa,292067,1,1,1,1
Painteria elachistophylla,292068,14,1,1,1
Jatropha peltata,292072,17,1,1,1
Pterocarpus officinalis,292108,8,2,2,1
Musa balbisiana,292142,5,6,5,3
Lycaste macrophylla,292149,5,2,3,3
Mirbelia platylobioides,311341,3,2,3,1
Lonicera chrysantha,311348,8,2,3,1
Disporum cantoniense,311565,6,3,1,1
Desmanthus leptophyllus,316690,10,1,1,1
Laelia albida,316692,3,2,1,1
Laelia rubescens,316698,18,1,1,1
Tigridia augusta,316702,7,3,5,2
Tigridia chrysantha,316706,5,1,1,1
Tigridia dugesii,316707,11,2,2,1
Tigridia durangensis,316708,12,1,1,1
Tigridia meleagris,316719,1,4,8,2
Tigridia mortonii,316722,5,1,1,1
Tigridia multiflora,316723,5,2,3,2
Tigridia vanhouttei,316728,9,2,7,1
Prestonia mexicana,316735,15,1,1,1
Arenaria serpens,316752,19,1,1,1
Schaefferia cuneifolia,316754,3,1,1,1
Ficus cotinifolia,316762,9,1,1,1
Alibertia edulis,316789,10,1,1,1
Randia echinocarpa,316796,6,1,1,1
Symphonia globulifera,316836,2,3,4,2
Gouania polygama,316857,4,2,1,1
Olyra glaberrima,316882,10,2,5,1
Diastema racemiferum,316891,7,2,1,1
Scoparia dulcis,317963,1,17,40,17
Erycina hyalinobulbon,317972,20,1,1,1
Erycina pusilla,317973,2,5,5,5
Pterolepis trichotoma,317982,4,4,4,3
Cardamine dentata,318463,3,2,4,2
Warnockia scutellarioides,318907,8,2,2,1
Diaperia verna,318946,7,2,2,1
Melittis melissophyllum,318952,3,5,7,4
Ophrys bertolonii,319036,3,1,1,1
Cynoglossum creticum,319120,1,14,18,7
Azadirachta indica,319135,1,9,17,7
Nicotiana glutinosa,319181,20,1,2,1
Nicotiana paniculata,319182,1,7,9,2
Nicotiana tomentosa,319183,11,2,2,1
Averrhoa bilimbi,319218,2,8,5,4
Smyrnium perfoliatum,319280,5,2,2,2
Saxifraga hypnoides,319323,1,1,1,1
Embothrium coccineum,319327,1,20,62,3
Fabiana imbricata,319332,1,12,18,2
Crassula coccinea,319356,15,1,1,1
Ajuga laxmannii,319365,2,2,2,1
Hyoscyamus reticulatus,319369,4,4,4,2
Tripodion tetraphyllum,319385,1,4,5,3
Diploglottis diphyllostegia,319395,9,2,3,1
Iris speculatrix,319407,6,5,6,1
Phlomis lychnitis,319682,2,5,5,2
Lactuca tenerrima,319687,3,2,2,1
Echinophora spinosa,319702,6,4,5,2
Helianthemum oelandicum,319836,8,1,1,1
Liriope spicata,319891,15,1,1,1
Azorella compacta,319970,1,7,11,2
Cumulopuntia boliviana,319972,7,6,11,2
Viola pygmaea,319973,5,7,9,2
Erythranthe cardinalis,319974,4,14,31,3
Salvia compsostachys,320012,12,1,1,1
Leucospermum cordifolium,320030,1,5,5,2
Leucospermum praecox,320038,4,2,2,1
Protea compacta,320042,3,3,5,1
Leucospermum oleifolium,320045,4,7,8,1
Kalanchoe beharensis,320048,12,2,3,3
Austrocylindropuntia subulata,320052,4,4,4,2
Erica cerinthoides,320082,2,14,25,2
Austrocylindropuntia cylindrica,320090,7,3,3,1
Burchellia bubalina,320155,2,12,23,2
Syncarpha canescens,320169,12,1,2,1
Oxytropis pilosa,320197,2,11,16,4
Phygelius capensis,320270,10,2,2,2
Heloniopsis orientalis,320296,6,5,7,2
Veronica montana,320310,2,10,21,5
Rhododendron arboreum,320523,3,11,22,3
Glycyrrhiza echinata,320533,3,1,1,1
Solanum trilobatum,320543,1,6,9,4
Roella ciliata,320587,5,2,2,1
Struthiola ciliata,320592,1,5,7,2
Wachendorfia thyrsiflora,320601,1,4,7,2
Watsonia humilis,320615,13,1,2,1
Sedum mucizonia,320641,3,3,3,2
Acianthus caudatus,320644,1,5,7,2
Penaea cneorum,320657,11,3,4,1
Geranium macrorrhizum,320685,13,2,2,2
Crupina crupinastrum,320778,7,2,2,1
Phlomis purpurea,320779,2,3,4,1
Bupleurum gibraltarium,320781,1,1,1,1
Hottonia palustris,320809,2,6,10,2
Utricularia lateriflora,320833,8,1,1,1
Epacris longiflora,320837,2,12,17,2
Persoonia pinifolia,320841,2,2,2,2
Persoonia levis,320842,15,1,1,1
Viola sieberiana,320847,3,3,4,2
Viola silicestris,320848,3,8,13,2
Patersonia fragilis,320851,1,5,6,3
Pilosella piloselloides,320888,4,1,1,1
Linaria saxatilis,320905,3,2,2,1
Hakea decurrens,320929,14,3,5,1
Melichrus urceolatus,320930,1,6,6,2
Arisaema candidissimum,321020,14,2,3,1
Boronia serrulata,321028,18,1,1,1
Hibbertia scandens,321029,1,18,30,5
Kunzea capitata,321030,1,6,9,1
Bauera rubioides,321032,1,6,12,3
Bauera capitata,321035,1,3,4,1
Pimelea linifolia,321037,1,17,54,3
Callicoma serratifolia,321039,7,3,4,1
Kunzea ambigua,321043,1,7,9,2
Hibbertia dentata,321044,6,4,4,2
Philotheca angustifolia,321047,6,1,1,1
Philotheca salsolifolia,321051,4,2,2,1
Wahlenbergia gracilis,321055,2,8,9,5
Acacia linifolia,321056,2,9,11,2
Acacia floribunda,321061,1,5,5,2
Acacia suaveolens,321062,2,14,29,2
Acacia myrtifolia,321064,1,16,38,4
Acacia oxycedrus,321065,1,6,14,2
Baeckea linifolia,321066,5,3,4,1
Baeckea imbricata,321067,14,2,3,2
Astrotricha longifolia,321069,6,1,1,1
Angophora hispida,321070,7,2,2,1
Allocasuarina distyla,321073,6,2,2,1
Bossiaea scolopendria,321074,15,2,2,1
Bossiaea heterophylla,321075,2,12,24,2
Blandfordia nobilis,321076,3,5,5,2
Billardiera scandens,321079,1,6,6,1
Banksia oblongifolia,321080,9,3,6,1
Caleana major,321088,10,3,3,2
Caladenia carnea,321090,3,12,21,3
Cryptostylis subulata,321092,4,4,5,2
Dampiera purpurea,321093,11,4,7,2
Cryptostylis erecta,321094,4,4,5,2
Corymbia gummifera,321095,3,3,5,2
Darwinia fascicularis,321096,7,3,6,2
Darwinia biflora,321097,13,2,2,1
Correa reflexa,321098,1,19,71,3
Dillwynia retorta,321100,3,6,8,2
Dillwynia floribunda,321102,1,5,8,2
Dipodium variegatum,321105,7,5,11,2
Dracophyllum secundum,321106,2,7,11,2
Dracophyllum alticola,321113,4,3,1,1
Dracophyllum arboreum,321114,5,7,2,1
Epacris microphylla,321118,1,12,19,2
Euryomyrtus ramosissima,321119,1,8,18,3
Epacris purpurascens,321121,1,2,2,2
Glycine clandestina,321122,3,7,12,2
Grevillea sericea,321123,2,15,50,2
Goodenia bellidifolia,321124,10,2,2,2
Comesperma volubile,321125,2,10,14,5
Goodenia heterophylla,321132,4,4,4,2
Kennedia rubicunda,321133,1,6,14,3
Hypoxis hygrometrica,321134,5,2,2,2
Hakea gibbosa,321136,8,1,1,1
Hakea sericea,321137,1,9,25,6
Hibbertia linearis,321138,15,3,3,1
Hakea teretifolia,321139,2,3,4,2
Hemigenia purpurea,321143,15,1,1,1
Lomandra obliqua,321146,14,1,1,1
Mitrasacme polymorpha,321147,5,10,14,3
Lobelia andrewsii,321149,15,3,4,2
Solenopsis laurentia,321151,7,1,1,1
Lomatia silaifolia,321152,3,3,4,1
Lomatia myricoides,321153,3,2,3,2
Logania albiflora,321155,16,1,1,1
Leucopogon microphyllus,321156,2,4,4,2
Leptospermum squarrosum,321159,4,3,3,1
Leionema dentatum,321162,17,1,1,1
Leionema diosmeum,321174,10,1,1,1
Olearia microphylla,321181,4,1,1,1
Xanthosia pilosa,321183,1,18,39,2
Woollsia pungens,321185,3,11,25,2
Viola hederacea,321186,1,10,13,2
Ozothamnus diosmifolius,321191,5,5,5,1
Olax stricta,321193,7,2,2,1
Tristania neriifolia,321194,7,1,1,1
Ricinocarpos pinifolius,321196,1,13,22,2
Styphelia triflora,321198,1,5,7,2
Scaevola ramosissima,321199,3,11,18,2
Styphelia tubiflora,321200,2,9,18,2
Patersonia sericea,321203,7,7,12,2
Persoonia linearis,321204,5,5,6,2
Lobelia purpurascens,321205,2,11,29,2
Platysace linearifolia,321206,2,14,57,2
Platysace lanceolata,321207,2,17,49,2
Persoonia lanceolata,321208,3,1,1,1
Platylobium formosum,321210,5,3,3,2
Pultenaea daphnoides,321215,1,11,14,2
Pterostylis nutans,321216,1,15,104,2
Phebalium ambiguum,321220,3,1,1,1
Cumulopuntia chichensis,321333,8,1,2,1
Nymphaea nouchali,321501,1,17,50,10
Erythronium japonicum,321527,2,12,24,2
Sedum hirsutum,321609,5,2,2,2
Convolvulus meonanthus,321635,13,1,1,1
Cylindropuntia fosbergii,321642,10,2,20,1
Tristellateia australasiae,321819,2,5,4,3
Centrosema molle,321915,4,4,4,2
Potentilla caulescens,321952,3,3,4,1
Iris japonica,322012,1,18,130,9
Thymus serpyllum,322051,18,1,1,1
Ziziphus spina-christi,322319,7,2,6,2
Epilobium alsinifolium,322341,1,4,5,2
Mussaenda erythrophylla,322482,1,4,4,4
Chlorophytum comosum,322492,10,3,3,3
Sobralia chrysostoma,322579,4,6,20,1
Leucospermum rodolentum,322649,12,1,1,1
Prunus prostrata,322679,18,1,1,1
Senecio doronicum,322724,18,1,1,1
Farfugium japonicum,322755,2,10,48,4
Pelargonium crispum,322763,3,1,2,1
Pelargonium fragrans,322764,8,1,1,1
Syzygium samarangense,322878,6,2,1,1
Minuartia recurva,323003,8,1,1,1
Senecio pyrenaicus,323013,3,10,14,2
Hydrocotyle hirta,323101,2,3,3,1
Xerochrysum subundulatum,323105,3,2,3,1
Bedfordia salicina,323108,20,1,1,1
Brachyscome spathulata,323109,3,4,4,2
Cotula alpina,323122,13,1,1,1
Helichrysum pumilum,323128,8,1,1,1
Microseris lanceolata,323137,10,1,1,1
Olearia phlogopappa,323141,4,5,6,1
Ozothamnus ledifolius,323147,4,4,4,1
Ozothamnus expansifolius,323148,11,1,1,1
Ozothamnus hookeri,323149,8,1,1,1
Lagenophora stipitata,323152,4,2,3,2
Lobelia gibbosa,323155,2,8,10,6
Hypericum japonicum,323157,4,4,5,3
Wahlenbergia saxicola,323162,13,1,1,1
Donatia novae-zelandiae,323166,4,5,5,1
Senecio lautus,323168,1,8,12,1
Epacris gunnii,323179,4,3,3,2
Epacris lanuginosa,323187,7,3,3,1
Monotoca scoparia,323189,2,15,48,2
Richea scoparia,323192,3,2,2,1
Richea sprengelioides,323193,8,1,1,1
Trochocarpa thymifolia,323194,5,5,5,1
Richea gunnii,323195,5,2,2,1
Sprengelia incarnata,323196,4,7,14,2
Trochocarpa gunnii,323199,8,1,1,1
Prionotes cerinthoides,323202,4,4,7,1
Epacris serpyllifolia,323210,4,1,1,1
Monotoca elliptica,323213,7,2,2,1
Monotoca glauca,323219,20,1,1,1
Trochocarpa laurina,323226,15,1,1,1
Daviesia latifolia,323230,13,3,3,2
Aotus ericoides,323231,1,7,9,2
Lotus australis,323233,6,5,5,3
Gonocarpus micranthus,323235,8,1,1,1
Atherosperma moschatum,323237,5,3,5,1
Scaevola hookeri,323238,13,1,1,1
Acacia verniciflua,323244,1,3,4,2
Anopterus glandulosus,323249,7,1,1,1
Eucryphia milliganii,323250,8,3,4,1
Gonocarpus teucrioides,323258,18,1,1,1
Liparophyllum gunnii,323264,15,1,1,1
Oxalis magellanica,323276,2,3,3,3
Pittosporum bicolor,323279,5,1,1,1
Baeckea gunniana,323281,5,2,3,1
Leptospermum lanigerum,323290,9,2,2,2
Melaleuca squarrosa,323294,8,3,3,1
Melaleuca squamea,323295,2,5,5,1
Leptospermum rupestre,323296,2,5,5,1
Acaena agnipila,323297,8,1,1,1
Bellendena montana,323299,4,1,1,1
Agastachys odorata,323300,2,1,1,1
Coprosma quadrifida,323305,1,1,1,1
Coprosma hirtella,323309,10,1,1,1
Hakea microcarpa,323311,4,2,4,2
Persoonia gunnii,323319,2,6,6,1
Lomatia tinctoria,323320,13,2,2,1
Leptomeria drupacea,323321,12,5,6,1
Ranunculus glabrifolius,323325,16,1,1,1
Hakea epiglottis,323332,12,1,1,1
Boronia parviflora,323334,1,2,5,1
Exocarpos humifusus,323335,20,1,1,1
Zieria arborescens,323336,1,1,1,1
Lomatia polymorpha,323337,2,4,4,1
Phyllachne colensoi,323348,8,4,4,1
Euphrasia collina,323350,1,3,3,1
Viola cunninghamii,323352,9,3,3,1
Pimelea nivea,323364,2,4,4,1
Pimelea sericea,323365,19,1,1,1
Urtica incisa,323366,5,1,1,1
Tetratheca pilosa,323368,3,6,15,2
Euphrasia striata,323370,5,1,1,1
Eleocharis sphacelata,323379,6,1,1,1
Carpha alpina,323381,19,1,1,1
Luzula meridionalis,323425,11,1,1,1
Campynema lineare,323430,2,3,3,1
Chiloglottis gunnii,323435,9,1,2,1
Pterostylis pedunculata,323437,1,14,51,2
Pterostylis parviflora,323438,4,7,36,1
Pterostylis foliata,323440,1,4,6,1
Pterostylis decurva,323443,2,2,2,1
Gastrodia procera,323444,3,2,2,1
Echinopogon ovatus,323466,13,1,1,1
Xyris operculata,323474,6,1,1,1
Juncus pallidus,323501,18,1,1,1
Abrophyllum ornans,323724,8,1,2,2
Abutilon leucopetalum,323747,9,1,1,1
Eucalyptus cephalocarpa,323751,5,2,2,1
Eucalyptus tricarpa,323761,6,2,3,1
Eucalyptus siderophloia,323765,5,1,2,1
Allocasuarina littoralis,323786,5,4,4,2
Acacia mucronata,323793,1,1,2,1
Amperea xiphoclada,323797,3,6,6,2
Atriplex cinerea,323798,5,1,1,1
Bossiaea cordigera,323801,15,1,1,1
Bossiaea cinerea,323802,1,6,11,1
Bossiaea prostrata,323803,1,2,2,1
Cassytha glabella,323804,3,6,15,4
Cassytha pubescens,323806,5,2,2,2
Australina pusilla,323813,4,1,1,1
Clematis microphylla,323815,1,11,30,3
Dillwynia sericea,323816,1,8,13,3
Dillwynia glaberrima,323817,3,5,28,1
Daviesia ulicifolia,323818,1,14,45,3
Exocarpos strictus,323819,17,1,1,1
Gompholobium huegelii,323820,4,3,3,2
Goodenia ovata,323821,2,17,36,3
Hibbertia procumbens,323822,3,4,4,1
Hibbertia prostrata,323823,2,3,3,1
Leucophyta brownii,323827,5,2,3,2
Leucopogon australis,323828,8,2,4,1
Lobelia anceps,323829,2,19,70,9
Leucopogon virgatus,323830,1,6,10,3
Leucopogon parviflorus,323832,1,18,45,6
Melaleuca ericifolia,323834,1,1,1,1
Muehlenbeckia adpressa,323838,7,3,5,2
Myoporum insulare,323840,1,11,14,5
Olearia viscosa,323846,3,1,1,1
Persoonia juniperina,323847,2,6,7,1
Pelargonium australe,323850,3,7,18,2
Opercularia varia,323851,15,2,2,1
Pimelea glauca,323852,3,5,7,1
Platylobium obtusangulum,323854,3,5,8,2
Pultenaea tenuifolia,323858,3,3,4,2
Pultenaea pedunculata,323860,6,1,1,1
Rhagodia candolleana,323862,2,7,9,2
Sphaerolobium minus,323866,4,5,6,2
Stackhousia monogyna,323868,1,8,15,3
Samolus repens,323870,1,12,21,8
Xanthosia tridentata,323875,12,2,2,1
Xanthosia huegelii,323876,6,10,13,4
Goodenia lanata,323879,1,1,1,1
Hibbertia acicularis,323882,3,1,1,1
Hibbertia aspera,323883,17,1,2,2
Hibbertia sericea,323884,12,4,8,1
Leucopogon collinus,323887,15,4,4,1
Pimelea humilis,323889,3,2,2,1
Stylidium perpusillum,323894,3,3,3,2
Caesia parviflora,323895,3,8,10,2
Machaerina juncea,323898,4,3,3,2
Acianthus exsertus,323899,9,2,2,1
Pheladenia deformis,323900,1,12,51,4
Centrolepis aristata,323902,2,5,6,3
Cyrtostylis reniformis,323904,1,5,7,2
Corybas unguiculatus,323905,2,1,1,1
Corybas diemenicus,323906,1,11,40,2
Corybas fimbriatus,323907,11,1,1,1
Chiloglottis reflexa,323908,2,5,12,1
Distichlis distichophylla,323910,7,1,1,1
Ficinia nodosa,323913,2,8,12,7
Lepidosperma laterale,323916,18,1,1,1
Lepidosperma gladiatum,323919,10,1,1,1
Lepidosperma longitudinale,323921,4,1,1,1
Leptoceras menziesii,323922,6,5,8,3
Prasophyllum australe,323925,8,1,1,1
Prasophyllum elatum,323927,12,2,2,2
Pyrorchis nigricans,323928,1,9,19,4
Spiranthes sinensis,323932,1,8,23,2
Thelymitra flexuosa,323933,2,5,6,2
Thelymitra aristata,323934,8,2,3,1
Thelymitra antennifera,323935,1,16,30,4
Thysanotus patersonii,323937,1,19,107,5
Pterostylis cycnocephala,323939,1,3,7,2
Leptomeria cunninghamii,323987,19,1,1,1
Acrotriche cordata,323995,1,2,2,2
Melaleuca armillaris,323997,1,6,6,4
Linaria pelisseriana,324191,2,3,3,3
Polycalymma stuartii,324403,1,15,30,4
Gentianopsis virgata,324415,9,1,1,1
Vaccinium cylindraceum,324427,1,19,38,1
Euploca procumbens,324502,1,13,23,9
Solidago ohioensis,324524,3,1,1,1
Arenaria montana,324710,6,8,11,1
Silene ciliata,324716,1,4,6,2
Salix lanata,324812,2,10,6,3
Convolvulus floridus,324895,1,6,11,1
Disocactus speciosus,325038,8,1,1,1
Opuntia puberula,325101,5,2,2,2
Prosthechea squalida,325164,6,1,1,1
Erigeron caespitosus,325385,2,4,4,2
Tecoma fulva,325472,2,3,7,1
Veronica bellidioides,325580,12,2,2,2
Schoenoplectiella mucronata,325603,3,2,3,1
Anarthrophyllum desideratum,325607,1,4,6,1
Geranium malviflorum,325900,3,1,1,1
Lampranthus filicaulis,325908,7,1,2,1
Bromus cebadilla,325917,13,1,1,1
Aegle marmelos,325928,7,1,1,1
Spermacoce remota,326037,1,19,49,17
Portulacaria afra,326086,1,4,8,2
Praxelis clematidea,326106,1,19,68,16
Syzygium oleosum,326121,6,1,1,1
Colchicum alpinum,326143,5,4,4,1
Musa ornata,326173,1,12,14,6
Tetratheca thymifolia,326183,1,5,6,2
Peumus boldus,326673,1,8,30,2
Pecteilis radiata,326744,3,1,1,1
Thymus caespititius,326746,1,15,25,3
Mentha cervina,326747,5,1,1,1
Corema album,326752,12,1,1,1
Solanum retroflexum,326781,5,3,3,2
Solanum pittosporifolium,326826,2,4,5,3
Dracocephalum ruyschiana,326877,4,9,15,4
Limbarda crithmoides,326880,11,5,7,3
Gentiana cruciata,327220,1,13,18,5
Clinopodium alpinum,327227,3,7,11,3
Scalesia affinis,327239,5,5,2,1
Jaegeria gracilis,327250,3,3,1,1
Enydra sessilifolia,327255,19,1,1,1
Acmella ciliata,327287,1,1,1,1
Musa velutina,327294,4,6,6,3
Stanhopea jenischiana,327298,1,1,1,1
Ponthieva maculata,327300,19,1,1,1
Cattleya maxima,327307,3,3,1,1
Sisyrinchium palmifolium,327313,2,4,4,2
Pogonatherum paniceum,327319,6,1,1,1
Chloris pycnothrix,327334,3,2,2,1
Hippeastrum reticulatum,327361,3,4,6,3
Eucrosia bicolor,327362,3,3,1,1
Monstera obliqua,327367,5,8,12,5
Acorus gramineus,327370,10,1,1,1
Senecio macroglossus,327643,4,2,2,2
Lobelia cliffortiana,327647,2,3,3,2
Iresine lindenii,327660,15,1,1,1
Cereus hildmannianus,327664,2,12,13,2
Maytenus octogona,327690,2,9,3,1
Dillenia indica,327691,2,3,3,2
Euphorbia amplexicaulis,327701,3,3,1,1
Senna pistaciifolia,327710,3,3,1,1
Arachis pintoi,327712,3,12,12,7
Erythrina edulis,327717,5,2,2,1
Erythrina poeppigiana,327718,2,10,13,4
Erythrina velutina,327720,1,8,17,2
Geoffroea spinosa,327721,6,2,3,1
Zornia diphylla,327726,8,2,2,2
Allamanda schottii,327732,16,1,1,1
Mandevilla sanderi,327733,12,1,1,1
Ixora casei,327746,14,3,3,2
Mussaenda philippica,327747,1,4,5,3
Oxalis barrelieri,327751,1,15,30,7
Oxalis triangularis,327754,1,11,14,9
Tournefortia pubescens,327774,7,2,1,1
Plectranthus verticillatus,327780,4,4,4,1
Gossypium darwinii,327810,1,17,14,1
Malvastrum tomentosum,327813,3,1,1,1
Peperomia fraseri,327821,20,1,1,1
Ombrophytum peruvianum,327842,4,3,6,2
Castela galapageia,327852,3,3,1,1
Fittonia albivenis,327855,19,1,2,1
Justicia carnea,327856,8,7,7,3
Mansoa standleyi,327859,9,1,1,1
Gloxinia perennis,327860,5,3,4,2
Kohleria amabilis,327863,9,1,1,1
Ipomoea habeliana,327874,4,5,3,1
Ipomoea incarnata,327875,7,3,4,2
Brunfelsia grandiflora,327878,17,1,1,1
Exodeconus miersii,327883,5,5,4,1
Lycium minimum,327889,3,3,1,1
Solanum galapagense,327893,4,3,1,1
Pilea serpyllacea,327896,18,1,1,1
Turnera subulata,327909,1,20,439,19
Genista scorpius,328040,19,1,1,1
Pultenaea scabra,328041,1,4,4,2
Diuris orientis,328055,3,12,71,2
Schefflera digitata,328089,2,4,4,1
Solanum laciniatum,328092,2,12,24,2
Elatostema rugosum,328094,12,1,1,1
Euphrasia cuneata,328096,2,13,21,1
Ruellia floribunda,328115,17,1,1,1
Bauhinia aculeata,331113,5,1,1,1
Oenothera lavandulifolia,332214,5,1,1,1
Hedeoma ciliolata,332248,12,1,2,1
Thunbergia mysorensis,332253,1,9,13,6
Cressa cretica,332314,4,3,2,1
Astragalus frigidus,332369,5,4,2,2
Arachis glabrata,332391,9,2,2,1
Theobroma grandiflorum,332439,1,3,3,2
Cabomba aquatica,332533,3,4,7,2
Senna bacillaris,332566,13,1,1,1
Senna candolleana,332567,3,6,9,2
Galianthe brasiliensis,332596,12,1,1,1
Eleutheranthera ruderalis,332605,1,6,8,5
Gliricidia maculata,332638,11,1,1,1
Seemannia sylvatica,332658,6,9,13,7
Cirsium heterophyllum,332681,2,11,17,8
Erythronium sibiricum,332682,2,6,10,2
Pavonia multiflora,332683,1,5,7,2
Panicum racemosum,332785,10,1,1,1
Phoradendron mucronatum,332804,3,1,1,1
Plumeria alba,332822,3,7,8,1
Peltophorum pterocarpum,332889,1,14,17,6
Jacobaea alpina,332892,3,3,3,1
Fuertesimalva limensis,332893,2,4,4,2
Helosciadium nodiflorum,332963,2,6,9,4
Cyperus conglomeratus,332995,1,7,12,1
Trollius altaicus,333002,9,4,4,2
Rauvolfia nitida,333007,11,1,1,1
Papilionanthe teres,333017,3,3,3,1
Sarcoglottis acaulis,333043,16,2,2,2
Deiregyne eriophora,333044,4,2,3,2
Iris orchioides,333068,7,2,2,1
Persicaria thunbergii,333071,8,4,8,2
Impatiens textorii,333073,3,4,5,1
Salvia languidula,333095,3,6,6,1
Dactylorhiza umbrosa,333289,1,2,2,1
Calanthe zollingeri,333403,3,3,2,1
Zeltnera beyrichii,333420,9,3,3,1
